PromptID,Generation,Similarity,WordCount,Vocabulary
61,14,0.081718065,7,7
61,15,0.054901034,9,8
62,0,1.0,11,11
62,1,0.55671126,12,12
62,2,-0.012336168,7,7
62,3,0.09731452,7,7
62,4,0.11147675,7,7
62,5,0.24658689,14,13
62,6,-0.03884448,11,10
62,7,0.03461008,11,10
62,8,0.04579463,15,13
62,9,0.022199042,8,8
62,10,-0.03196586,8,8
62,11,0.15325265,7,7
62,12,-0.016980277,6,6
62,13,0.06778698,11,11
62,14,0.09970367,10,10
62,15,0.035292,8,8
63,0,0.9999999,36,25
63,1,0.6973375,23,19
63,2,0.6793158,25,19
63,3,0.51880556,23,22
63,4,0.33563828,8,8
63,5,0.48565114,14,13
63,6,0.46107644,11,10
63,7,0.3896737,11,10
63,8,0.389759,10,9
63,9,0.43014914,5,5
63,10,0.4079171,5,5
63,11,0.43014914,5,5
63,12,0.43014914,5,5
63,13,0.38389796,5,5
63,14,0.27085972,5,5
63,15,0.43537152,9,8
64,0,1.0,12,12
64,1,0.427279,12,11
64,2,0.1227459,7,7
64,3,0.056531694,7,7
64,4,-0.04682044,8,7
64,5,-0.06571755,7,7
64,6,-0.0052856393,9,8
64,7,-0.10364011,7,6
64,8,-0.13722403,7,7
64,9,-0.054105893,12,12
64,10,-0.101711355,7,7
64,11,-0.12245976,6,6
64,12,-0.12784679,9,9
64,13,-0.100943506,5,5
64,14,-0.018345702,5,5
64,15,-0.020148862,7,7
65,0,1.0000001,13,13
65,1,0.7360204,18,17
65,2,0.7389898,14,14
65,3,0.39203626,26,20
65,4,0.37822464,14,12
65,5,0.36348587,11,9
65,6,0.36234212,16,14
65,7,0.25770622,8,8
65,8,0.32103822,8,8
65,9,0.29923922,9,8
65,10,0.31193465,8,8
65,11,0.31382298,8,8
65,12,0.18413663,9,9
65,13,0.2236808,7,7
65,14,0.2021004,9,9
65,15,0.18142037,14,13
66,0,1.0,9,8
66,1,0.7891986,7,7
66,2,0.38503033,5,5
66,3,0.2476272,5,5
66,4,0.2476272,5,5
66,5,0.06929523,9,8
66,6,0.07815656,7,6
66,7,0.022636462,15,11
66,8,0.02061875,10,7
66,9,0.08290133,4,4
66,10,0.14055197,11,11
66,11,0.19519487,8,8
66,12,0.10131731,7,7
66,13,0.21003257,2,2
66,14,0.15905988,11,11
66,15,0.24210742,11,9
67,0,1.0,9,9
67,1,0.732483,7,7
67,2,0.5962448,8,8
67,3,0.47077438,5,5
67,4,0.68064594,12,12
67,5,0.65056765,13,13
67,6,0.24979979,12,11
67,7,0.15034479,8,8
67,8,0.06402482,6,6
67,9,0.05990396,7,7
67,10,0.05990396,7,7
67,11,0.091245174,7,7
67,12,0.091245174,7,7
67,13,0.05233492,3,3
67,14,0.20559411,3,3
67,15,0.20559411,3,3
68,0,1.0000001,11,10
68,1,0.54918444,6,6
68,2,0.58241665,8,8
68,3,0.41553727,21,17
68,4,0.3514635,20,16
68,5,0.22830084,13,12
68,6,0.31022373,21,19
68,7,0.25613606,9,8
68,8,0.21654995,12,10
68,9,0.31142664,11,9
68,10,0.2637072,4,4
68,11,0.20668358,3,3
68,12,0.115608364,17,15
68,13,0.101414725,11,11
68,14,0.0955056,14,13
68,15,0.12170217,7,7
69,0,1.0,14,14
69,1,0.97292614,13,12
69,2,0.97292614,13,12
69,3,0.97292614,13,12
69,4,0.97292614,13,12
69,5,0.77043235,17,15
69,6,0.60012805,9,9
69,7,0.66202176,8,8
69,8,0.19305012,11,11
69,9,0.023208043,9,9
69,10,0.025302459,5,5
69,11,0.07935411,7,7
69,12,0.1871086,10,10
69,13,0.08355241,6,6
69,14,0.10781454,5,5
69,15,0.028420161,7,6
70,0,1.0,81,41
70,1,0.39188597,16,16
70,2,-0.0332628,1,1
70,3,0.0341746,3,3
70,4,-0.013326224,3,3
70,5,-0.07423817,8,8
70,6,-0.002007939,7,7
70,7,-0.008692884,14,11
70,8,-0.037180305,21,17
70,9,0.10333589,8,8
70,10,-0.053659495,5,5
70,11,-0.019478075,10,9
70,12,-0.021876086,8,7
70,13,-0.06020975,11,9
70,14,0.02063781,9,9
70,15,0.052921347,7,7
71,0,1.0,18,17
71,1,0.6831428,18,15
71,2,0.20903689,8,7
71,3,0.106906645,8,8
71,4,0.112353474,12,9
71,5,0.26367086,14,13
71,6,0.26912054,14,12
71,7,0.35391754,6,6
71,8,0.3161659,24,19
71,9,0.21144882,2,2
71,10,0.19688953,6,6
71,11,0.019564379,14,11
71,12,0.0998538,20,15
71,13,0.06346057,3,3
71,14,0.094032675,8,8
71,15,0.14479345,9,9
72,0,1.0000002,22,20
72,1,0.8382106,9,9
72,2,0.70806533,8,8
72,3,0.76571774,11,11
72,4,0.76571774,11,11
72,5,0.66008186,12,10
72,6,0.39493033,8,7
72,7,0.30806744,4,4
72,8,0.3932062,11,11
72,9,0.28090358,17,14
72,10,0.47747356,9,8
72,11,0.5174374,14,12
72,12,0.47192878,10,9
72,13,0.5247873,18,17
72,14,0.39939475,10,9
72,15,0.30274254,6,6
73,0,1.0,4,4
73,1,0.35070455,23,21
73,2,0.1309719,18,16
73,3,0.122100994,18,16
73,4,0.046919186,15,13
73,5,0.092790686,13,11
73,6,0.080736,13,12
73,7,0.22746462,8,8
73,8,0.12717059,8,8
73,9,0.12313943,6,5
73,10,0.018976863,14,13
73,11,0.06741987,11,11
73,12,0.17349978,8,8
73,13,0.04838589,16,14
73,14,0.059727836,14,13
73,15,0.0935908,4,4
74,0,1.0000001,16,16
74,1,0.8425378,11,11
74,2,0.3114459,17,15
74,3,0.18842681,14,14
74,4,0.13467091,3,3
74,5,0.016403573,21,18
74,6,-0.0081125945,19,17
74,7,-0.007972309,12,11
74,8,-0.03357073,11,11
74,9,-0.07327355,12,10
74,10,-0.056225337,8,8
74,11,0.18167576,10,10
74,12,0.37694275,14,14
74,13,0.209088,17,15
74,14,0.37808686,16,14
74,15,0.18286389,13,13
75,0,1.0,25,20
75,1,0.99582994,23,20
75,2,0.7881477,20,14
75,3,0.8216738,18,16
75,4,0.4020058,8,8
75,5,0.061118685,6,6
75,6,0.16542497,9,8
75,7,0.06846751,6,6
75,8,0.06980203,6,6
75,9,0.07948059,19,16
75,10,0.07431793,79,42
75,11,0.024227995,19,17
75,12,0.13458642,18,16
75,13,0.0055676247,7,7
75,14,-0.021737792,12,11
75,15,-0.017995011,8,8
76,0,0.9999999,7,7
76,1,0.2072598,11,11
76,2,0.19127119,9,8
76,3,0.1982491,10,9
76,4,0.37446794,11,9
76,5,0.21935847,5,5
76,6,0.40276635,15,14
76,7,0.42866468,7,7
76,8,0.28276885,10,10
76,9,0.3074435,14,14
76,10,0.1567794,20,18
76,11,0.1479832,15,15
76,12,0.1479832,15,15
76,13,0.23079558,16,16
76,14,0.28672463,12,12
76,15,0.3988445,11,10
77,0,1.0,9,9
77,1,0.9269804,8,8
77,2,0.40966532,7,7
77,3,0.30506745,7,6
77,4,-0.0041203555,12,11
77,5,0.049754485,8,7
77,6,0.03651176,5,5
77,7,0.16751936,6,6
77,8,-0.046817552,8,7
77,9,0.028989326,4,4
77,10,-0.0026495904,9,8
77,11,0.032450393,11,10
77,12,0.06835353,10,9
77,13,0.049227428,16,14
77,14,-0.034451425,24,19
77,15,-0.032670952,14,13
78,0,1.0000002,83,52
78,1,0.39972183,15,15
78,2,0.26790264,9,9
78,3,0.30586022,13,13
78,4,0.14979939,14,13
78,5,0.14968367,10,10
78,6,0.2342697,11,10
78,7,0.2881625,11,10
78,8,0.274557,10,10
78,9,0.21747047,6,6
78,10,0.18693101,7,7
78,11,0.19189951,7,7
78,12,0.1918112,7,7
78,13,0.15379146,7,6
78,14,0.03599508,5,5
78,15,0.070945896,9,9
79,0,1.0,19,18
79,1,0.6801634,17,14
79,2,0.60745656,7,7
79,3,-0.0025257021,3,3
79,4,0.15775654,2,2
79,5,0.06717442,5,5
79,6,0.03924803,5,5
79,7,0.07585077,9,9
79,8,0.054811727,7,7
79,9,0.10049249,17,11
79,10,0.11319293,13,11
79,11,0.051236905,15,12
79,12,0.017435677,13,9
79,13,0.08377786,9,9
79,14,0.08340646,10,10
79,15,0.10758598,7,7
80,0,1.0,11,10
80,1,0.586221,11,10
80,2,0.29171562,10,6
80,3,0.024385927,8,8
80,4,0.07415907,4,4
80,5,-0.0034216214,6,6
80,6,0.049471024,3,3
80,7,-0.011581043,3,3
80,8,-0.02761595,7,7
80,9,-0.034044575,10,9
80,10,-0.0034682676,4,4
80,11,0.038806997,5,5
80,12,-0.02735309,13,11
80,13,-0.021106794,7,7
80,14,0.096984506,2,2
80,15,0.051629297,7,7
81,0,1.0000002,28,22
81,1,0.9125886,25,23
81,2,0.47761402,16,13
81,3,0.58172005,9,9
81,4,0.5506495,9,9
81,5,0.5506495,9,9
81,6,0.18610004,10,10
81,7,0.13441475,22,19
81,8,-0.017440407,8,8
81,9,0.016297879,5,5
81,10,0.10796711,5,5
81,11,0.13296244,4,4
81,12,0.1759358,9,9
81,13,0.12129286,8,8
81,14,0.20286259,13,12
81,15,0.06608659,4,4
82,0,1.0000001,9,9
82,1,0.42363787,8,8
82,2,0.54556334,3,3
82,3,0.06787052,3,3
82,4,0.07124184,16,15
82,5,0.09851518,14,13
82,6,-0.0065099373,21,19
82,7,0.079992965,6,6
82,8,0.07519114,7,7
82,9,0.05463042,4,4
82,10,0.07388819,6,6
82,11,-0.0025665807,5,5
82,12,0.12349622,12,11
82,13,0.08592574,13,12
82,14,-0.06270248,6,6
82,15,-0.03171064,5,5
83,0,0.9999999,23,15
83,1,0.38717443,29,22
83,2,0.26692525,12,12
83,3,0.26692525,12,12
83,4,0.17943843,6,6
83,5,0.21963865,7,7
83,6,0.16170363,13,13
83,7,0.20530942,7,7
83,8,0.14864284,4,4
83,9,-0.041026272,4,4
83,10,0.14377153,7,7
83,11,0.06522894,8,8
83,12,0.06522894,8,8
83,13,0.111993514,5,5
83,14,0.079355136,6,6
83,15,0.092257366,11,10
84,0,1.0,90,41
84,1,0.47209042,10,10
84,2,0.3374205,7,7
84,3,0.15183337,9,8
84,4,0.34796607,8,8
84,5,0.3194542,8,7
84,6,0.24659774,7,7
84,7,-0.028592085,6,6
84,8,0.013015911,9,9
84,9,-0.07505686,8,8
84,10,0.04736606,7,6
84,11,-0.07789084,7,7
84,12,0.035937265,4,4
84,13,-0.04784594,5,5
84,14,-0.10744561,9,8
84,15,-0.08896778,9,9
85,0,1.0,30,24
85,1,0.31618476,1,1
85,2,0.092893094,2,2
85,3,-0.01538256,7,7
85,4,0.1134931,4,4
85,5,-0.015324942,2,2
85,6,0.056735393,5,5
85,7,-0.015324942,2,2
85,8,0.08088304,7,7
85,9,0.042804487,2,2
85,10,0.03638576,6,6
85,11,-0.0766017,1,1
85,12,-0.032417547,4,4
85,13,0.10285707,5,5
85,14,-0.008402627,1,1
85,15,0.053455196,9,9
86,0,1.0000002,13,12
86,1,0.5380962,8,8
86,2,0.48269713,8,8
86,3,0.40349093,13,9
86,4,0.45296878,15,12
86,5,0.18784724,10,10
86,6,0.2644415,21,15
86,7,0.024454605,5,5
86,8,-0.060785912,6,6
86,9,-0.03132263,9,9
86,10,0.16895914,7,6
86,11,-0.02621676,12,11
86,12,0.1183175,9,9
86,13,-0.08086966,20,17
86,14,0.007139556,10,10
86,15,0.1406062,6,6
87,0,1.0,12,12
87,1,1.0,12,12
87,2,0.69392073,10,10
87,3,0.56433135,9,9
87,4,0.08098317,1,1
87,5,0.05554874,18,16
87,6,0.091120996,19,18
87,7,0.055608433,11,10
87,8,0.012697659,7,7
87,9,0.06346062,11,8
87,10,-0.001583375,4,4
87,11,0.018578809,9,9
87,12,-0.014156692,6,6
87,13,0.005737909,12,11
87,14,0.047623813,9,9
87,15,0.019452859,11,10
88,0,1.0000001,80,49
88,1,0.7547257,12,12
88,2,0.65979767,10,9
88,3,0.18469645,10,10
88,4,0.113925844,7,7
88,5,0.024659775,6,6
88,6,0.008560838,12,12
88,7,0.21955678,13,11
88,8,0.12246375,4,4
88,9,0.26252943,9,9
88,10,0.23357512,9,9
88,11,0.21253687,9,9
88,12,0.023434456,6,6
88,13,-0.052179553,5,5
88,14,-0.092095405,4,4
88,15,0.038983755,9,8
89,0,1.0,48,35
89,1,0.82941437,20,19
89,2,0.40516,8,8
89,3,0.46660358,9,9
89,4,0.39297843,5,5
89,5,0.35375243,4,4
89,6,0.18676126,12,12
89,7,0.19214459,12,11
89,8,0.07518086,13,13
89,9,0.1939563,12,12
89,10,0.11308503,10,10
89,11,0.074777186,9,8
89,12,0.11472815,6,6
89,13,-0.05334395,9,9
89,14,-0.038476337,6,6
89,15,-0.011084236,10,8
90,0,1.0000001,36,27
90,1,0.5822706,9,9
90,2,0.543853,6,6
90,3,0.543853,6,6
90,4,0.543853,6,6
90,5,0.19437897,12,11
90,6,0.33056927,9,8
90,7,0.37803426,9,9
90,8,0.37803426,9,9
90,9,0.37803426,9,9
90,10,0.37803426,9,9
90,11,0.065099865,10,9
90,12,0.21297017,11,10
90,13,0.14876817,9,9
90,14,0.0892327,8,8
90,15,0.13944598,10,9
91,0,1.0000002,13,11
91,1,0.5908115,15,14
91,2,0.15629552,21,18
91,3,0.11953302,35,24
91,4,0.18455325,3,3
91,5,0.19104828,4,4
91,6,0.17117767,9,9
91,7,0.14109522,14,12
91,8,0.111707225,11,11
91,9,0.09763612,8,8
91,10,0.03690472,9,9
91,11,0.092586756,10,10
91,12,0.134851,8,7
91,13,0.16880333,8,8
91,14,0.22231817,10,10
91,15,0.19809754,7,7
92,0,1.0,5,5
92,1,0.80629766,11,9
92,2,0.8090035,9,9
92,3,0.3058269,12,11
92,4,0.32787585,10,10
92,5,0.26659805,12,11
92,6,0.43026143,20,17
92,7,0.43026143,20,17
92,8,0.44342223,15,14
92,9,0.05382726,7,7
92,10,0.05738512,9,9
92,11,0.01626496,11,11
92,12,0.047557935,6,6
92,13,0.043757554,10,9
92,14,0.057435416,15,15
92,15,0.028371044,8,7
93,0,1.0000002,15,14
93,1,0.59009415,18,16
93,2,0.24048969,18,16
93,3,0.25351313,7,7
93,4,0.12002768,6,6
93,5,0.106968075,7,7
93,6,0.061009966,51,22
93,7,0.09700057,1,1
93,8,0.28613916,7,6
93,9,0.18512312,2,2
93,10,-0.009539533,8,8
93,11,0.115716316,0,0
93,12,0.084104195,10,10
93,13,0.0016665533,10,8
93,14,-0.009962656,15,12
93,15,-0.09793879,10,10
94,0,0.99999994,87,39
94,1,0.4232658,6,6
94,2,0.35436946,5,5
94,3,0.25375578,7,7
94,4,0.311948,6,6
94,5,-0.048767366,3,3
94,6,-0.0056962725,9,9
94,7,-0.05622361,13,12
94,8,-0.0034236722,14,14
94,9,-0.051719166,12,11
94,10,0.00027217343,6,6
94,11,0.049960703,34,18
94,12,0.054111093,7,7
94,13,0.015227759,7,7
94,14,-0.057567753,4,4
94,15,0.07434027,3,3
95,0,1.0,24,18
95,1,0.7801167,12,12
95,2,0.46918178,10,10
95,3,0.5538768,16,12
95,4,0.53937477,15,13
95,5,0.33397344,19,18
95,6,0.31344515,5,5
95,7,0.27844796,9,8
95,8,0.21598014,10,7
95,9,0.20457506,7,7
95,10,0.20457506,7,7
95,11,0.20457506,7,7
95,12,0.17052525,8,8
95,13,0.17046723,7,7
95,14,0.10757077,5,5
95,15,0.116925105,10,9
96,0,1.0,16,13
96,1,0.20076263,11,11
96,2,0.031238645,8,8
96,3,0.051648267,8,8
96,4,0.04420495,3,3
96,5,0.002317123,4,4
96,6,0.082919605,7,7
96,7,0.0063690543,3,3
96,8,0.11614805,5,5
96,9,-0.03612466,7,7
96,10,-0.07392531,15,13
96,11,0.029127244,2,2
96,12,0.024726234,8,8
96,13,-0.068196975,13,12
96,14,-0.14014128,7,7
96,15,-0.063591875,5,5
97,0,1.0000002,7,7
97,1,0.5808622,7,7
97,2,0.5941518,9,8
97,3,0.3993812,15,13
97,4,0.38919225,10,10
97,5,0.40971267,16,15
97,6,0.4569968,10,10
97,7,0.28909254,11,11
97,8,0.33287364,9,8
97,9,0.22287162,13,12
97,10,0.069150895,13,10
97,11,-0.03195352,10,10
97,12,-0.02964271,9,9
97,13,0.022450954,10,10
97,14,-0.054011993,34,19
97,15,-0.06517809,16,13
98,0,1.0000001,28,22
98,1,0.85266185,6,6
98,2,0.5992719,6,6
98,3,0.4373924,12,10
98,4,0.054334264,16,14
98,5,0.08243409,9,9
98,6,0.2770092,6,6
98,7,0.2869656,13,12
98,8,0.15801927,11,9
98,9,0.06622058,12,11
98,10,0.06622058,12,11
98,11,0.107080445,10,10
98,12,-0.037068717,9,9
98,13,0.054842547,7,6
98,14,0.109554075,10,10
98,15,0.042095773,10,9
99,0,0.9999999,12,12
99,1,0.56335455,13,12
99,2,0.40260363,15,13
99,3,0.4965041,4,4
99,4,0.4279489,4,4
99,5,0.4279489,4,4
99,6,0.43814027,4,4
99,7,0.32773003,5,5
99,8,0.19021662,4,4
99,9,0.24013191,4,4
99,10,0.34116688,3,3
99,11,0.121536866,9,9
99,12,0.13186951,15,12
99,13,0.11144477,3,3
99,14,0.15406553,13,11
99,15,0.14744017,7,6
